playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8476374,2024,Sean Kuraly,CBJ,C,5on4,56,175,14,0.63,0,0.84,0.75,0.84,0,0.83,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,1,9,3,2,3,6,1,1,3761,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.76,0.1,0.1,0.1,0.1,0,1,0,1,0,0,0,0,1,0,0,0.1,0,0,0,0,1,1,1,0.01,0,0,0.12,0.12,0.12,3.17,0.62,83,16,0,0,0,0,0,0
8478452,2024,Caleb Jones,LAK,D,other,5,56,2,1.4,0,0.92,1,0.6,0,0.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,206,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.08,3,2,0,0,0,0,0,0
8478452,2024,Caleb Jones,LAK,D,all,5,3843,87,1.8,0.59,0.47,0.65,0.51,0.66,0.5,26,6.43,0.1,0.28,1.92,0.19,3.54,2.97,0.09,0.1,0.1,0,0,6,3,6,15,0,0,0,0,2,0,4,3,6,9,1,2,0,9,1,2,9,0,0,0.1,0,0,0,0,0,15.21,9,9.15,1,0.06,0,0,0.15,0.16,0.15,87,12,5,15,55,16,10,8,53,0,0,14157,2,2,1,4,31.91,2.5,2.37,2.52,2.39,33,13,22,68,0,5,0,34,10,2,0.82,1.16,0.52,0,0,0,66.78,46,46.02,0.44,0.94,0.94,2,2.03,2,17.87,1.75,1.72,1.69,1.66,20,4,12,36,2,1,0,16,7,1,0.53,1,0.22,1,1,0,36.2,24,23.73,0.26,0.22,0.22,1.79,1.73,1.73,9.92,11.23,226,215,0,0,0,0,0,0
8478452,2024,Caleb Jones,LAK,D,5on5,5,3475,78,1.8,0.59,0.55,0.65,0.51,0.66,0.51,25,6.43,0.1,0.28,1.92,0.19,3.54,2.97,0.09,0.1,0.1,0,0,6,3,6,15,0,0,0,0,2,0,4,3,6,9,1,2,0,8,1,2,9,0,0,0.1,0,0,0,0,0,15.21,9,9.15,1,0.06,0,0,0.15,0.16,0.15,78,11,4,14,49,15,10,7,46,0,0,10649,2,2,1,4,29.89,2.43,2.3,2.44,2.31,30,13,20,63,0,4,0,31,10,2,0.75,1.16,0.52,0,0,0,61.78,43,43.02,0.4,0.64,0.94,1.89,1.91,1.89,16.44,1.7,1.68,1.64,1.62,19,3,12,34,2,1,0,14,7,1,0.48,1,0.22,1,1,0,34.2,22,21.73,0.24,0.22,0.22,1.73,1.67,1.67,8.45,6.87,181,175,0.29,0.04,10,1,7,1
8478452,2024,Caleb Jones,LAK,D,4on5,5,127,3,0.55,0,0.06,0,0.27,0,0.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.03,0.03,0.03,0.03,1,0,0,1,0,0,0,1,0,0,0.03,0,0,0,0,0,1,1,1,0.01,0,0,0.04,0.04,0.04,0.05,0.81,4,11,0,0,0,0,0,0
8478452,2024,Caleb Jones,LAK,D,5on4,5,185,4,1.4,0.8,0.21,0.8,0.67,0.75,0.57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,0,0,3,0,0,397,0,0,0,0,2.02,0.07,0.07,0.07,0.07,3,0,1,4,0,1,0,3,0,0,0.07,0,0,0,0,0,4,3,3,0.04,0.3,0,0.12,0.12,0.12,0.74,0.02,0.02,0.02,0.02,0,1,0,1,0,0,0,1,0,0,0.02,0,0,0,0,0,1,1,1,0,0,0,0.02,0.02,0.02,0.04,0.14,6,3,0,0,0,0,0,0
8475184,2024,Chris Kreider,NYR,L,other,47,3328,44,16.07,0.51,0.51,0.66,0.38,0.66,0.35,139,10.52,3.89,0.85,1.82,0.4,4.01,2.03,3.38,3.89,3.38,0,1,10,3,2,15,4,3,1,0,2,0,5,2,7,10,1,2,2,1,1,0,2,2,9,0.04,0.28,3.57,0,0,3,15,13,13,0,0.26,0.22,1,3.15,3.15,2.69,44,11,7,8,18,2,8,13,21,2,1,2775,2,0,0,1,55.69,12.08,10.88,12.08,10.88,46,30,42,118,9,5,0,40,17,19,1.45,2.04,8.59,2,1,6,118,76,76,1.28,1.51,1.51,11.85,11.85,10.84,28.52,11.54,10.95,11.54,10.95,23,17,20,60,8,2,0,15,8,17,0.48,0.98,10.09,0,1,7,60,40,40,0.5,0.81,0.81,11.23,11.23,10.67,8.26,8,46,76,0,0,0,0,0,0
8475184,2024,Chris Kreider,NYR,L,all,47,48739,1006,17.79,0.55,0.48,0.54,0.48,0.53,0.48,212,126.71,19.73,9.73,27.8,4.35,61.12,44.27,17.32,19.78,17.36,0,4,115,52,28,195,20,16,9,2,27,0,59,56,99,151,10,20,21,60,6,22,99,39,29,2.85,5.15,11.72,4,4,8,194.46,167,166.63,10,2.42,2.47,4.62,17.53,17.51,16.18,1006,198,151,165,492,122,128,151,605,21,35,121469,20,6,3,17,514.63,59.16,54.39,59.21,54.44,463,244,269,976,48,48,9,507,131,69,14.29,16.24,28.64,14,9,25,973.18,707,705.63,8.91,11.38,11.38,56.69,56.75,53.77,454.09,48.55,46.56,48.67,46.68,421,198,229,848,43,40,0,454,107,58,11.96,13.51,23.08,13,16,14,851.83,619,620.81,6.77,7.28,7.28,48.03,48.26,46.68,98.07,104.8,1916,2059,0,0,0,0,0,0
8475184,2024,Chris Kreider,NYR,L,5on5,47,32232,744,17.79,0.47,0.51,0.46,0.5,0.46,0.51,376,68.71,6.51,4.36,17.23,2.29,35.41,26.21,6.31,6.56,6.35,0,2,59,33,24,116,7,5,3,1,18,0,32,34,54,87,8,16,15,58,5,17,64,22,6,1.92,2.77,1.82,2,2,1,115.46,92,91.63,7,0.92,0.35,1.27,6.16,6.13,6.03,744,102,83,145,414,92,99,93,460,15,31,105989,16,4,2,13,273.04,22.6,21.78,22.65,21.83,250,124,147,521,18,28,6,286,69,19,7.73,8.71,6.16,6,5,7,518.18,374,372.63,3.51,5.96,5.96,20.15,20.22,19.88,321.8,25.85,25.16,25.98,25.29,301,141,161,603,22,28,0,338,77,27,8.71,9.56,7.58,10,10,2,606.83,442,443.81,4.12,5.01,5.01,24.96,25.18,24.82,81.21,78.06,1736,1734,0.35,0.81,18,29,14,18
8475184,2024,Chris Kreider,NYR,L,4on5,47,5095,119,14.83,0.16,0.17,0.17,0.17,0.22,0.19,137,10.84,1.1,0.51,1.45,0.31,3.11,7.52,1.07,1.1,1.07,0,0,13,1,0,14,3,3,0,0,0,0,2,9,10,11,0,0,2,1,0,3,10,3,1,0.31,0.43,0.35,2,1,0,14,14,14,3,0.12,0,0.35,0.86,0.86,0.84,119,2,61,5,51,4,20,18,77,2,0,8621,0,0,0,0,23.12,1.72,1.68,1.72,1.68,26,5,0,31,3,2,0,25,5,1,0.67,0.69,0.35,2,1,0,31,31,31,0.25,0.36,0.36,1.61,1.61,1.57,82.3,9.07,8.38,9.07,8.38,75,34,42,151,9,9,0,80,18,11,2.15,2.49,4.43,1,4,4,151,109,109,1.95,0.94,0.94,10.09,10.09,9.43,3.39,16.17,45,216,0,0.16,0,2,0,2
8475184,2024,Chris Kreider,NYR,L,5on4,47,8084,99,16.65,0.92,0.95,0.9,0.86,0.89,0.87,103,34.61,8.18,3.73,6.95,1.28,16.92,7.95,6.52,8.18,6.52,0,1,33,12,1,46,6,5,5,1,7,0,17,11,28,40,1,2,2,0,0,2,20,12,13,0.53,1.67,5.98,0,1,4,46,45,45,0,1.03,1.9,1.99,7.22,7.22,6.49,99,83,0,7,9,24,1,27,47,2,3,3493,2,2,1,3,158.13,22.69,19.98,22.69,19.98,139,80,79,298,18,13,3,149,40,30,4.36,4.8,13.53,4,2,12,298,219,219,3.69,3.54,3.54,22.84,22.84,21.24,19.76,1.84,1.82,1.84,1.82,20,6,6,32,3,1,0,20,4,2,0.6,0.47,0.77,2,1,0,32,26,26,0.18,0.53,0.53,1.5,1.5,1.5,4.46,0.22,79,13,0.14,0,2,0,2,0
8478444,2024,Brock Boeser,VAN,R,other,48,2113,38,24.61,0.49,0.42,0.59,0.46,0.56,0.43,139,9.36,1.79,0.7,1.83,0.32,5.69,2.66,1.66,1.79,1.66,0,2,8,5,7,20,2,0,3,0,1,0,6,3,8,13,0,0,0,1,0,1,9,2,2,0.4,0.27,1.12,0,0,0,20,13,13,0,0.21,0.78,0.08,1.92,1.92,1.77,38,14,2,5,17,0,3,14,21,0,0,2666,0,0,0,1,35.71,8.93,7.84,8.93,7.84,34,14,20,68,9,6,1,23,9,16,1.05,1.19,6.69,3,2,4,68,48,48,0.86,1.91,1.91,7.87,7.87,7,28.27,9.17,8.68,9.17,8.68,31,7,10,48,16,5,2,17,6,15,0.8,0.77,7.6,3,3,10,48,38,38,0.52,1.8,1.8,7.88,7.88,7.83,5.1,7.09,58,69,0.08,0,1,0,1,0
8478444,2024,Brock Boeser,VAN,R,all,48,51058,1064,30.52,0.58,0.44,0.57,0.46,0.56,0.45,189,109.11,13.75,7.73,24.46,3.63,61.38,38.04,13.11,13.7,13.06,8,9,99,50,60,209,35,18,10,2,24,0,51,46,81,131,7,16,7,47,14,26,101,30,18,2.91,4.02,6.82,4,7,7,209.2,149,148.83,9,1.8,2.15,2.99,12.56,12.56,12.16,1064,225,100,168,571,103,136,181,644,7,23,124502,16,8,4,19,488.68,56.51,53.54,56.65,53.67,449,224,269,942,58,57,12,483,116,74,13.08,14.86,28.57,18,14,26,941.99,673,673.6,8.22,14.2,14.2,50.54,50.57,48.63,388.39,40.09,38.28,40.31,38.49,368,166,190,724,48,45,7,393,91,50,11,11.86,17.23,17,16,15,725.02,534,535.24,5.34,9.27,9.05,36.37,36.55,36.05,76.03,96.74,1711,2037,0,0,0,0,0,0
8478444,2024,Brock Boeser,VAN,R,5on5,48,39986,927,30.52,0.49,0.5,0.49,0.49,0.48,0.48,182,70.06,7.6,4.63,16.71,2.22,36.05,25.78,7.39,7.55,7.35,5,3,65,28,35,128,19,11,6,2,16,0,32,28,54,82,6,14,7,44,14,19,65,17,11,2.05,2.37,3.18,4,4,3,128.2,93,92.83,8,0.96,1.32,2.46,6.11,6.11,6.07,927,144,96,148,539,91,131,138,567,7,22,102567,14,8,4,17,311.67,27.03,26.05,27.16,26.18,284,143,184,611,26,31,7,325,69,33,8.79,9.01,9.23,13,7,6,610.99,427,427.6,3.99,6.99,6.99,24.03,24.06,23.74,332.93,28.1,26.81,28.32,27.02,302,155,177,634,27,36,5,349,77,31,9.27,10.09,8.74,12,10,5,635.02,457,458.24,4.45,7.11,6.9,25.65,25.84,25.4,58.12,57.89,1483,1535,0.63,1.18,20,19,17,15
8478444,2024,Brock Boeser,VAN,R,4on5,48,34,3,3.17,0,0.07,0,0.2,0,0.33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,2,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.5,2,8,0,0,0,0,0,0
8478444,2024,Brock Boeser,VAN,R,5on4,48,8925,96,27.68,0.88,0.92,0.87,0.84,0.84,0.85,112,28.91,4.24,2.33,5.83,1.06,19.28,9.26,3.94,4.24,3.94,3,4,26,16,18,60,14,7,1,0,7,0,13,14,19,35,1,2,0,2,0,6,27,10,5,0.46,1.26,2.52,0,3,4,60,42,42,1,0.61,0.05,0.45,4.4,4.4,4.18,96,67,2,15,12,11,2,29,54,0,0,3888,2,0,0,0,137.16,19.8,18.88,19.8,18.88,129,64,65,258,23,20,4,133,36,24,3.12,4.35,12.32,2,5,16,258,193,193,3.3,5.3,5.3,17.8,17.8,17.05,24.84,2.7,2.66,2.7,2.66,32,4,3,39,4,4,0,24,8,4,0.81,1,0.89,1,3,0,39,36,36,0.34,0.35,0.35,2.68,2.68,2.66,5.19,0.44,86,16,0,0.01,0,2,0,1
8478443,2024,Brandon Carlo,BOS,D,other,56,1716,30,6.83,0.63,0.58,0.29,0.53,0.31,0.53,141,0.54,0.42,0.02,0.01,0.02,0.21,0.33,0.42,0.42,0.42,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.42,0,0,0,1,1,1,0,0.01,0,0,0.42,0.42,0.42,30,1,13,2,14,1,5,8,16,0,0,4261,0,0,0,2,10.59,5.27,5.2,5.27,5.2,11,7,5,23,6,0,0,7,1,10,0.26,0.1,4.91,0,1,5,23,18,18,0.14,0,0,5.41,5.41,5.34,27.19,3.14,3.01,3.14,3.01,21,19,17,57,2,2,0,30,6,4,1.25,0.61,1.28,0,2,0,57,40,40,0.71,0.32,0.32,3.53,3.53,3.45,14.89,10.86,134,117,0.9,0,3,0,2,0
8478443,2024,Brandon Carlo,BOS,D,all,56,62726,1381,6.95,0.38,0.54,0.41,0.52,0.41,0.51,234,62.36,2.7,2.95,16.3,2.14,35.14,30.76,2.67,2.68,2.66,1,7,58,32,50,140,9,1,4,0,19,0,26,40,57,89,10,22,0,56,13,74,84,4,2,1.46,0.49,0.76,1,0,0,138.61,90,89.7,57,0.6,0.87,0.48,2.81,2.81,2.79,1381,50,286,172,873,217,171,187,806,0,0,141265,22,8,4,108,427.32,38.25,37.37,38.44,37.55,405,183,222,810,40,38,4,451,91,46,11.63,11.31,15.3,16,16,8,809.98,588,590.64,5.33,8.13,8.09,35.49,35.6,35.3,611.79,61.24,58.83,61.9,59.41,550,299,335,1184,67,75,10,626,159,64,18.05,19.74,23.45,24,27,16,1189.48,849,853.78,9.96,14.51,14.51,56.7,56.99,55.94,130.34,110.52,2403,2191,0,0,0,0,0,0
8478443,2024,Brandon Carlo,BOS,D,5on5,56,51647,1145,6.95,0.45,0.52,0.46,0.49,0.46,0.48,233,55.92,2,2.73,15.49,1.93,32.88,25.98,1.97,1.98,1.95,1,6,52,29,49,130,8,1,4,0,19,0,23,34,51,80,9,20,0,53,10,69,77,3,1,1.32,0.34,0.34,1,0,0,128.61,81,80.7,53,0.54,0.87,0.48,2.05,2.05,2.03,1145,46,154,155,790,196,133,142,674,0,0,112392,20,6,3,81,386.32,30.48,29.72,30.67,29.91,361,167,212,740,32,35,4,407,88,33,10.16,10.99,9.33,14,15,3,739.98,528,530.65,4.83,7.15,7.35,27.96,28.07,27.86,443.85,36.94,35.37,37.6,35.95,392,224,259,875,35,53,4,471,113,32,13.43,14.16,9.36,18,13,4,880.48,616,620.78,5.85,10.44,10.44,32.36,32.66,32.08,77,72.22,1753,1790,3.73,0.21,77,8,65,8
8478443,2024,Brandon Carlo,BOS,D,4on5,56,9227,188,8.3,0.07,0.12,0.14,0.13,0.16,0.16,93,5.9,0.29,0.21,0.81,0.19,2.06,4.45,0.29,0.29,0.29,0,0,6,2,1,9,0,0,0,0,0,0,2,6,6,8,1,2,0,2,2,5,7,1,0,0.14,0.14,0,0,0,0,9,8,8,4,0.05,0,0,0.33,0.33,0.33,188,2,119,15,52,13,31,34,110,0,0,6882,2,0,0,0,26.45,1.62,1.61,1.62,1.61,29,8,3,40,2,1,0,35,1,1,1.16,0.14,0.31,2,0,0,40,37,37,0.28,0.25,0,1.91,1.91,1.9,140.75,21.16,20.46,21.16,20.46,137,56,59,252,30,20,6,125,40,28,3.38,4.96,12.81,6,12,12,252,193,193,3.4,3.75,3.75,20.8,20.8,20.41,1.82,13.8,24,168,0.73,0,7,0,7,0
8478443,2024,Brandon Carlo,BOS,D,5on4,56,136,18,4.38,1,0.77,1,0.8,1,0.79,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,17,7,2,3,6,0,0,5895,0,2,1,11,3.96,0.87,0.82,0.87,0.82,4,1,1,6,0,2,0,2,1,2,0.05,0.08,0.74,0,0,0,6,5,5,0.08,0.74,0.74,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16,2.77,157,40,0,0,0,0,0,0
8482749,2024,Joshua Roy,MTL,R,other,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8482749,2024,Joshua Roy,MTL,R,all,4,2626,60,-1.07,0.32,0.46,0.39,0.49,0.34,0.5,47,4.61,0.38,0.32,1.36,0.18,2.77,1.98,0.38,0.37,0.36,0,0,3,4,1,8,0,0,0,0,1,0,3,3,3,7,1,2,0,1,1,1,6,1,0,0.21,0.17,0,0,0,0,7.68,7,6.81,1,0.07,0,0,0.45,0.43,0.43,60,8,3,7,42,7,15,5,33,0,0,12091,2,0,0,1,15.85,1.49,1.46,1.47,1.45,13,10,13,36,0,1,0,17,5,1,0.57,0.6,0.33,0,0,0,35.39,23,22.73,0.24,0.33,0.33,1.41,1.39,1.38,33.98,3.11,3.06,3.17,3.12,30,15,12,57,1,5,0,35,3,7,0.75,0.41,1.95,1,0,0,58.69,45,45.57,0.41,1.15,1.15,2.37,2.41,2.41,8.25,9.65,185,190,0,0,0,0,0,0
8482749,2024,Joshua Roy,MTL,R,5on5,4,2610,58,-1.07,0.32,0.52,0.39,0.53,0.34,0.52,35,4.61,0.38,0.32,1.36,0.18,2.77,1.98,0.38,0.37,0.36,0,0,3,4,1,8,0,0,0,0,1,0,3,3,3,7,1,2,0,1,1,1,6,1,0,0.21,0.17,0,0,0,0,7.68,7,6.81,1,0.07,0,0,0.45,0.43,0.43,58,8,3,7,40,5,15,5,33,0,0,9165,2,0,0,1,15.85,1.49,1.46,1.47,1.45,13,10,13,36,0,1,0,17,5,1,0.57,0.6,0.33,0,0,0,35.39,23,22.73,0.24,0.33,0.33,1.41,1.39,1.38,33.98,3.11,3.06,3.17,3.12,30,15,12,57,1,5,0,35,3,7,0.75,0.41,1.95,1,0,0,58.69,45,45.57,0.41,1.15,1.15,2.37,2.41,2.41,6.52,5.95,148,132,0,0.04,0,2,0,2
8482749,2024,Joshua Roy,MTL,R,4on5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8482749,2024,Joshua Roy,MTL,R,5on4,4,16,2,-0.17,0,1,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,7,0,0,0,0,0,0,0
8475170,2024,Brayden Schenn,STL,C,other,56,4141,53,22.18,0.55,0.52,0.63,0.5,0.57,0.52,159,16.13,4.65,1.03,2.72,0.49,7.42,4.7,4.27,4.65,4.27,1,1,14,7,4,25,7,5,3,2,1,1,5,6,9,16,0,0,30,5,0,1,10,3,8,0.46,0.47,3.73,3,1,1,25,21,21,1,0.3,1.18,2.53,2.42,2.42,2.33,53,22,6,6,19,4,7,18,24,30,29,2728,0,0,0,2,49.7,11.2,10.18,11.2,10.18,47,21,48,116,11,12,5,38,12,18,1.54,1.61,8.05,5,2,4,116,68,68,1.05,4.34,4.34,7.91,7.91,7.6,35.96,9.31,9.12,9.31,9.12,37,15,17,69,12,2,0,25,12,15,0.94,1.38,6.99,2,2,8,69,52,52,0.62,0.68,0.68,9.25,9.25,9.05,5.57,5.11,62,61,0,0,0,0,0,0
8475170,2024,Brayden Schenn,STL,C,all,56,59147,1248,26.51,0.52,0.47,0.51,0.48,0.5,0.47,224,112.8,16.06,7.9,25,3.81,57.84,41.39,14.86,16.06,14.85,13,8,102,50,47,199,32,11,13,3,20,2,57,49,91,141,18,48,414,142,10,36,101,28,23,3.44,4.1,8.52,5,3,3,197.78,152,150.93,14,1.83,3.49,6.54,11.35,11.3,10.74,1248,213,197,173,665,179,167,209,693,414,413,144648,48,36,12,33,514.81,54.15,51.09,54.24,51.17,490,211,307,1008,52,63,11,512,125,64,14.41,16.02,23.73,22,14,16,1005.1,701,699.84,7.96,15.6,15.6,46.51,46.48,45.19,507.42,50.52,48.02,50.65,48.16,487,213,264,964,58,50,4,519,117,64,14.75,13.71,22.05,21,22,15,968.52,700,704.32,7.23,9.34,9.34,48.4,48.6,46.91,97.74,112.34,2107,2309,0,0,0,0,0,0
